run_id,waveform_type,cycle_id,smoothness_score,consistency_score,physical_plausibility_score,total_score,sample_count,start_time,end_time
P3_LOW_TRIANGLE_001,triangle,36,0.9646720135626219,0.02812364175593792,1.0,0.645712080039627,20,2026-03-16T18:35:29.195000+00:00,2026-03-16T18:35:30.180000+00:00
P3_LOW_TRIANGLE_001,triangle,37,1.0,0.026883326363582056,1.0,0.6594091642272537,22,2026-03-16T18:35:30.228000+00:00,2026-03-16T18:35:31.227000+00:00
P3_LOW_TRIANGLE_001,triangle,38,0.9999999999999432,0.02686567164179105,1.0,0.6594029850746042,23,2026-03-16T18:35:31.275000+00:00,2026-03-16T18:35:32.311000+00:00
P3_LOW_TRIANGLE_001,triangle,39,0.9999999999999716,0.025675405814053007,1.0,0.6589863920349073,24,2026-03-16T18:35:32.358000+00:00,2026-03-16T18:35:33.449000+00:00
P3_LOW_TRIANGLE_001,triangle,40,0.9539748953973266,0.025614654687287755,1.0,0.6405550872994814,21,2026-03-16T18:35:33.497000+00:00,2026-03-16T18:35:34.450000+00:00
P3_LOW_TRIANGLE_001,triangle,41,0.9999999999999716,0.024650105447673307,1.0,0.6586275369066743,21,2026-03-16T18:35:34.497000+00:00,2026-03-16T18:35:35.490000+00:00
P3_LOW_TRIANGLE_001,triangle,42,0.9946371111905256,0.024360535931790498,1.0,0.6563810320523369,24,2026-03-16T18:35:35.541000+00:00,2026-03-16T18:35:36.756000+00:00
P3_LOW_TRIANGLE_001,triangle,43,0.9999999999999432,0.023646252069047056,1.0,0.6582761882241437,19,2026-03-16T18:35:36.807000+00:00,2026-03-16T18:35:37.744000+00:00
P3_LOW_TRIANGLE_001,triangle,44,0.9999999999999716,0.023047965376834234,1.0,0.6580667878818807,22,2026-03-16T18:35:37.798000+00:00,2026-03-16T18:35:38.793000+00:00
P3_LOW_TRIANGLE_001,triangle,45,0.9971603700524272,0.022970317245603736,1.0,0.6569037590569322,22,2026-03-16T18:35:38.839000+00:00,2026-03-16T18:35:39.836000+00:00
P3_LOW_TRIANGLE_001,triangle,46,0.9999999999999716,0.022252991791118584,1.0,0.6577885471268802,21,2026-03-16T18:35:39.883000+00:00,2026-03-16T18:35:40.829000+00:00
P3_LOW_TRIANGLE_001,triangle,47,0.9978343259335828,0.022251891410769917,1.0,0.6569218923672027,22,2026-03-16T18:35:40.875000+00:00,2026-03-16T18:35:41.866000+00:00
P3_LOW_TRIANGLE_001,triangle,48,0.9999999999999716,0.026569442189322036,1.0,0.6592993047662514,532,2026-03-16T18:35:41.912000+00:00,2026-03-16T18:36:07.974000+00:00
P3_LOW_TRIANGLE_001,triangle,49,1.0,0.03476111390058322,1.0,0.6621663898652042,22,2026-03-16T18:36:08.021000+00:00,2026-03-16T18:36:09.016000+00:00
P3_LOW_TRIANGLE_001,triangle,50,1.0,0.03476111390058322,1.0,0.6621663898652042,21,2026-03-16T18:36:09.062000+00:00,2026-03-16T18:36:10.013000+00:00
P3_LOW_TRIANGLE_001,triangle,51,1.0,0.03476111390058322,1.0,0.6621663898652042,23,2026-03-16T18:36:10.060000+00:00,2026-03-16T18:36:11.105000+00:00
P3_LOW_TRIANGLE_001,triangle,52,1.0,0.03476111390058322,1.0,0.6621663898652042,20,2026-03-16T18:36:11.152000+00:00,2026-03-16T18:36:12.118000+00:00
P3_LOW_TRIANGLE_001,triangle,53,0.9130583020797357,0.0342583076396026,1.0,0.6272137285057552,23,2026-03-16T18:36:12.169000+00:00,2026-03-16T18:36:13.327000+00:00
P3_LOW_TRIANGLE_001,triangle,54,0.9999999999999716,0.031647795203600816,1.0,0.6610767283212489,20,2026-03-16T18:36:13.381000+00:00,2026-03-16T18:36:14.342000+00:00
P3_LOW_TRIANGLE_001,triangle,55,0.9999999999999716,0.029909817368842424,1.0,0.6604684360790836,177,2026-03-16T18:36:14.389000+00:00,2026-03-16T18:36:22.831000+00:00
P3_MID_TRIANGLE_001,triangle,0,0.9949748743719014,0.07331378299120231,1.0,0.6736497737956814,353,2026-03-16T18:36:21.270000+00:00,2026-03-16T18:36:38.351000+00:00
P3_MID_TRIANGLE_001,triangle,1,0.9999999999998863,0.0721905831394882,1.0,0.6752667040987754,21,2026-03-16T18:36:38.403000+00:00,2026-03-16T18:36:39.391000+00:00
P3_MID_TRIANGLE_001,triangle,2,0.9999999999998863,0.0721905831394882,1.0,0.6752667040987754,22,2026-03-16T18:36:39.440000+00:00,2026-03-16T18:36:40.444000+00:00
P3_MID_TRIANGLE_001,triangle,3,0.9034031058682938,0.07229311572375263,1.0,0.6366638328506309,22,2026-03-16T18:36:40.492000+00:00,2026-03-16T18:36:41.494000+00:00
P3_MID_TRIANGLE_001,triangle,4,0.9154149522330833,0.1008064516129032,1.0,0.6514482389577495,22,2026-03-16T18:36:41.541000+00:00,2026-03-16T18:36:42.548000+00:00
P3_MID_TRIANGLE_001,triangle,5,0.9838187702263838,0.12339754575992327,1.0,0.6867166491065266,22,2026-03-16T18:36:42.595000+00:00,2026-03-16T18:36:43.609000+00:00
P3_MID_TRIANGLE_001,triangle,6,0.9743589743589062,0.15200135112312105,1.0,0.6929440626366549,21,2026-03-16T18:36:43.656000+00:00,2026-03-16T18:36:44.664000+00:00
