timestamp,device_id,test_id,waveform_type,bias,amplitude,frequency,test_purpose,quality_label,notes,cycle_id,feedback_position_%,setpoint_position_%,motor_torque_Nmm,power_W,internal_temperature_deg_C,rotation_direction,test_number,source_file,elapsed_seconds,dt_seconds,velocity,temperature_rate
2026-03-16 18:26:27.452000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,1.994,0.04699999999999993,0.0,0.0
2026-03-16 18:26:27.500000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.042,0.04799999999999982,0.0,0.0
2026-03-16 18:26:27.547000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.089,0.04700000000000015,0.0,0.0
2026-03-16 18:26:27.594000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.136,0.04700000000000015,0.0,5.684341886080802e-14
2026-03-16 18:26:27.640000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.182,0.04599999999999982,0.0,-5.684341886080802e-14
2026-03-16 18:26:27.687000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.229,0.04700000000000015,0.0,5.684341886080802e-14
2026-03-16 18:26:27.733000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.275,0.04599999999999982,0.0,0.0
2026-03-16 18:26:27.786000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.328,0.052999999999999936,2.842170943040401e-14,5.684341886080802e-14
2026-03-16 18:26:27.833000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.375,0.04700000000000015,0.0,0.0
2026-03-16 18:26:27.881000+00:00,BELIMO-8,P1_MID_HOLD_001,constant,50.0,0.0,0.0,static hold near mid opening for settling and noise baseline,unreviewed,,0,19.98,20.0,0.0,0.0,26.3,0,1001,P1_MID_HOLD_001_telemetry.csv,2.423,0.04800000000000004,0.0,0.0
